writer_id,sample_id,label,path,filename_ok,height,width,min,max,mean,std,ink_density
10,2,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_10_2.png,True,414,600,74,254,237.8726811594203,20.036037521792306,0.0357085346215781
10,20,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_10_20.png,True,355,504,82,255,237.40539906103285,23.224231708140906,0.04398054996646546
10,21,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_10_21.png,True,354,582,71,249,233.29300871726173,21.615411990930827,0.03908206651523094
10,22,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_10_22.png,True,378,606,81,252,235.70511376534478,20.352490326158172,0.03445265161436779
10,23,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_10_23.png,True,384,594,79,254,237.52261328563412,22.05772462975033,0.04136416245791246
10,24,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_10_24.png,True,420,546,78,249,233.07807430664573,20.22553134659963,0.03711407639979068
10,3,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_10_3.png,True,427,588,75,249,233.33168841307014,20.42185146845661,0.03614443435453807
10,4,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_10_4.png,True,397,570,73,252,234.8669715851341,21.395124594774995,0.04041716381634186
10,5,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_10_5.png,True,367,594,84,254,236.83348012367085,23.386244682362943,0.0469912568005211
10,6,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_10_6.png,True,433,546,81,249,233.40733785075585,20.795656382424642,0.03983622228425924
10,7,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_10_7.png,True,433,594,73,253,235.6564684566994,21.432610114529826,0.036811533347330117
10,8,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_10_8.png,True,379,600,81,255,238.66779243623571,21.762783797738333,0.038583992963940196
10,9,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_10_9.png,True,390,552,74,250,234.22043385358603,19.939781406323124,0.03491731698253438
11,1,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_1.png,True,331,624,64,252,234.16974591370362,24.568448035585472,0.036079479432953754
11,10,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_10.png,True,330,600,62,252,234.26361111111112,24.631313713293995,0.03719191919191919
11,11,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_11.png,True,396,630,46,254,238.8874579124579,22.21993378871747,0.02902837902837903
11,12,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_12.png,True,361,624,59,249,233.11337364159385,23.692200964173306,0.035558278286810144
11,13,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_13.png,True,355,642,61,251,233.08502040279058,25.38993203715016,0.038291430827958405
11,14,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_14.png,True,331,624,52,253,235.50515144472848,26.552298563835844,0.04171508250058099
11,15,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_15.png,True,337,654,65,249,230.09303169720232,28.319068147950226,0.04805397508144357
11,16,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_16.png,True,313,642,48,251,232.86064415315556,26.54582514732187,0.04192668677157047
11,17,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_17.png,True,403,624,58,254,237.2685388432907,22.928245864792558,0.03174508493987402
11,18,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_18.png,True,355,642,51,249,231.99909174674212,25.35742310721948,0.038028169014084505
11,19,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_19.png,True,355,618,52,252,233.2356716349879,27.27078567074659,0.0431514654268654
11,2,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_2.png,True,289,648,55,255,236.32876778162245,25.91608837208553,0.041218121235422275
11,20,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_20.png,True,361,618,60,255,237.46281903020198,25.76907275391354,0.03800571945960968
11,21,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_21.png,True,426,642,44,249,232.74421555292292,23.88562017452771,0.03417650242054612
11,22,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_22.png,True,390,630,49,251,234.6985754985755,23.908141473983846,0.03324379324379324
11,23,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_23.png,True,396,648,52,255,237.3369653323357,24.704517305092928,0.03534184436962215
11,24,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_24.png,True,379,642,70,248,232.47406685900756,22.83311365296953,0.03167048882532324
11,3,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_3.png,True,289,654,67,249,231.18895696432918,26.731251178883547,0.04438483434388326
11,4,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_4.png,True,271,630,67,251,232.81767703391318,27.573824131860963,0.046353892110349675
11,5,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_5.png,True,319,630,50,255,237.48275862068965,25.8143162993327,0.04010548838135045
11,6,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_6.png,True,277,642,64,248,229.92406401475534,29.33861643924187,0.052948255114320095
11,7,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_7.png,True,283,630,61,253,232.83617140613606,27.37635358689789,0.04596443995737282
11,8,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_8.png,True,355,612,60,255,237.62645217711497,25.583860134471127,0.039330755776489
11,9,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_11_9.png,True,348,654,62,249,233.08311803578334,24.040920042290985,0.03567348588702591
12,1,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_1.png,True,378,606,69,252,231.5147685403461,29.104614776356197,0.05053957776730054
12,10,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_10.png,True,390,594,72,251,232.22488129154794,27.813367921535832,0.04605024605024605
12,11,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_11.png,True,450,570,75,254,234.85187134502925,28.113534291124335,0.04911890838206628
12,12,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_12.png,True,390,594,60,249,231.46128377795046,24.619046706492174,0.03813778813778814
12,13,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_13.png,True,462,552,74,251,232.38703808269025,28.371815810261573,0.04823859715164063
12,14,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_14.png,True,462,612,72,254,236.59019112695583,26.17999211660397,0.042052174405115585
12,15,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_15.png,True,415,606,76,249,231.07098095351705,26.29637994233216,0.04294405344148873
12,16,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_16.png,True,421,624,70,251,232.61288370180887,27.544888619087562,0.045987118582130455
12,17,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_17.png,True,409,612,77,255,236.20129200824584,27.33554794696779,0.04493663806190773
12,18,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_18.png,True,481,606,71,248,232.32410475974834,24.754662833756903,0.03724021050753724
12,19,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_19.png,True,457,618,73,251,233.44018964259664,26.509520749601624,0.04174190761473802
12,2,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_2.png,True,379,570,74,254,234.71196593065778,28.459900183848266,0.048618247465629774
12,20,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_20.png,True,433,636,73,255,236.59073743227736,27.661302825790433,0.04575725884933258
12,21,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_21.png,True,408,588,73,249,230.97108009870615,27.892387397826315,0.04823179271708684
12,22,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_22.png,True,438,618,72,253,233.93345007462577,26.614236092785866,0.042403688433745625
12,23,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_23.png,True,450,630,74,255,236.79150264550265,27.171801503226998,0.044493827160493826
12,24,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_24.png,True,480,600,76,249,232.58637152777777,23.60768129969731,0.034770833333333334
12,3,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_3.png,True,409,618,72,250,231.1785988400155,25.02670261240221,0.038700437565773335
12,4,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_4.png,True,379,594,69,252,232.4185522773913,27.04182039469201,0.04455282819398915
12,5,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_5.png,True,463,636,79,254,236.32671461754757,26.316591678338323,0.04136952062702908
12,6,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_6.png,True,415,618,76,249,230.69988302725466,26.764104748425993,0.045046204234413384
12,7,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_7.png,True,433,624,71,251,232.77518209273404,26.487562573613296,0.04272147213833126
12,8,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_8.png,True,409,624,76,255,235.34892013039934,28.142030133481956,0.0492171337220237
12,9,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_12_9.png,True,450,618,67,249,230.50734627831716,27.471426232157782,0.044552319309600866
13,1,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_1.png,True,360,612,82,252,234.89787127814088,19.006181986687896,0.03776779230210603
13,10,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_10.png,True,372,612,78,252,234.88045101553166,21.147643486207176,0.04074425469112376
13,11,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_11.png,True,390,618,65,254,238.02738361961664,20.979736744373334,0.03863164882582358
13,12,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_12.png,True,360,594,80,249,233.36703142536476,18.346935466698916,0.03689674523007856
13,13,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_13.png,True,324,618,68,250,233.5883924647409,21.541095744970722,0.042355867194054896
13,14,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_14.png,True,312,606,71,254,236.55457180333417,21.432544783177477,0.04068820343572819
13,15,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_15.png,True,349,570,76,247,231.91672447594632,20.723363905995022,0.03819433971748856
13,16,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_16.png,True,337,612,66,251,233.97852058726556,20.874152812740128,0.04044723725296251
13,17,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_17.png,True,415,612,70,254,237.8020631545791,19.621744283420444,0.035573667217891174
13,18,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_18.png,True,403,624,68,247,232.46620697334097,19.776938433476865,0.03556658395368073
13,19,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_19.png,True,361,606,69,250,234.59443423566734,20.564625174278657,0.03737326641251383
13,2,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_2.png,True,366,642,84,254,238.2208646136561,18.708703541242627,0.03320395621605979
13,20,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_20.png,True,403,636,68,255,238.56110226758432,18.92095103461152,0.03421664559826459
13,21,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_21.png,True,366,600,58,248,232.5732877959927,20.94972650314361,0.03966757741347905
13,22,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_22.png,True,372,612,61,250,233.93029200927683,21.989376693209657,0.04457446060861621
13,23,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_23.png,True,462,654,80,254,238.67719461985516,18.21512808474238,0.031113891205634323
13,24,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_24.png,True,378,618,69,248,232.67337031900138,19.380000588048553,0.03474255577815449
13,3,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_3.png,True,337,600,72,249,232.80742334322454,19.938342924711467,0.040850642927794265
13,4,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_4.png,True,361,576,65,252,235.26390331640505,19.206541647138973,0.03439519852262234
13,5,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_5.png,True,373,600,88,255,238.7575692582663,19.2773557906926,0.03665773011617516
13,6,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_6.png,True,421,624,81,249,233.8866595103234,18.178501470234025,0.03299911687678909
13,7,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_7.png,True,355,636,84,251,235.25696695898662,19.727332031169396,0.03828948533971122
13,8,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_8.png,True,379,582,83,254,238.02016973587575,21.2337507018724,0.04183100762542049
13,9,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_13_9.png,True,360,618,81,249,232.83151743976987,21.486000413542104,0.04271844660194175
14,1,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_1.png,True,414,606,75,250,234.17400073340667,21.656001820949285,0.041493279762758885
14,10,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_10.png,True,438,588,73,252,233.38210169912713,24.91932780720556,0.047914142826080204
14,11,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_11.png,True,438,576,77,254,237.50108606037546,23.113237449475037,0.0409214865550482
14,12,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_12.png,True,361,558,70,248,231.79986894230484,21.64688028307621,0.046287195067464926
14,13,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_13.png,True,391,624,77,250,232.6114417338842,23.78721133212363,0.04674486851596826
14,14,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_14.png,True,391,588,78,253,235.8970849209249,23.240205583973186,0.0431172468987595
14,15,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_15.png,True,361,630,71,247,230.31169150947545,24.79697669590311,0.048771050433100295
14,16,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_16.png,True,361,612,78,251,232.30104738109463,24.519007346197732,0.047734144442633936
14,17,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_17.png,True,385,570,70,254,235.26406015037594,24.011746787532758,0.046466165413533836
14,18,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_18.png,True,403,630,81,248,231.82453424711488,22.826450616634467,0.043719721139075976
14,19,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_19.png,True,420,570,73,254,234.3471888053467,21.835470605378248,0.03697159565580618
14,2,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_2.png,True,397,552,82,253,237.30217117511773,21.65770275937737,0.03914777497900924
14,20,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_20.png,True,361,594,71,254,236.6057807996866,23.548341954123828,0.043519218034453494
14,21,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_21.png,True,330,648,77,249,231.62579966329966,23.9980773273594,0.046824728769173214
14,22,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_22.png,True,348,594,74,250,233.14209141220636,25.303840802440277,0.05041313518325013
14,23,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_23.png,True,384,588,66,254,236.69707075538548,22.846994521229398,0.0428093112244898
14,24,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_24.png,True,456,624,61,248,231.9065979251012,21.341042521830477,0.03671488416554206
14,3,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_3.png,True,439,618,74,248,232.36251114993624,21.352958649598808,0.04138561455499775
14,4,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_4.png,True,379,600,69,252,232.91488126649077,24.19971528883471,0.050567282321899734
14,5,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_5.png,True,415,558,82,254,237.05320205553397,24.12878949137898,0.04588677289804379
14,6,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_6.png,True,379,636,70,248,231.45942234612767,23.995098605718507,0.04795390053268283
14,7,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_7.png,True,444,594,71,251,233.93941289774622,23.65279605289416,0.043676252009585345
14,8,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_8.png,True,444,552,78,255,237.860348119859,24.477888267415885,0.044082125603864736
14,9,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_14_9.png,True,438,600,68,250,232.49182267884322,22.750859821754773,0.0420662100456621
15,1,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_1.png,True,223,588,85,251,234.13369024739941,20.847964614808294,0.036766724627070556
15,10,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_10.png,True,372,570,75,251,236.1624316166761,17.385195085475942,0.025787587247689116
15,11,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_11.png,True,306,582,83,254,238.1694124385149,19.72543375088021,0.03330301192642005
15,12,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_12.png,True,337,582,84,249,234.57183864092917,16.13389048836716,0.022158320332017905
15,13,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_13.png,True,414,606,67,252,236.77475247524754,17.219587624115242,0.02450933499147016
15,14,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_14.png,True,385,576,83,255,240.03189484126983,17.814851324237043,0.025888347763347763
15,15,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_15.png,True,379,582,82,250,234.8183318372639,17.21842724373863,0.025211036458758353
15,16,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_16.png,True,367,600,87,252,236.78082198001817,18.048340177346727,0.02693460490463215
15,17,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_17.png,True,349,582,83,255,239.69551196841246,19.02336267898024,0.030465049872487913
15,18,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_18.png,True,403,612,71,249,234.49216659368463,17.524776068777637,0.026492482849219092
15,19,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_19.png,True,379,576,84,252,236.84351638082674,18.632367413978553,0.028231273819994136
15,2,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_2.png,True,301,552,87,254,237.5651872983774,19.18413740205857,0.03151331311088642
15,20,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_20.png,True,385,630,85,255,241.20809729952586,16.60176236716296,0.022655122655122654
15,21,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_21.png,True,360,570,88,249,234.78423976608187,17.778586709218764,0.0277729044834308
15,22,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_22.png,True,378,594,81,252,236.57538346427236,18.441607610399974,0.028686334241889797
15,23,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_23.png,True,336,540,91,254,239.93472222222223,17.594947274366653,0.0273423721340388
15,24,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_24.png,True,259,558,71,249,233.00045667787603,20.456240729062593,0.03722616625842432
15,3,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_3.png,True,349,552,68,249,233.6746449482995,17.355696318821504,0.02485361903575433
15,4,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_4.png,True,271,588,78,250,234.37723724176018,20.697102876811186,0.03498631925094761
15,5,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_5.png,True,361,594,85,253,238.28998199912328,18.1886643346828,0.027924676124122107
15,6,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_6.png,True,307,576,84,248,233.33198742309085,18.784956608745695,0.03151013391241404
15,7,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_7.png,True,295,624,82,251,235.15713276836158,19.790471043005994,0.03305627987831378
15,8,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_8.png,True,373,576,87,254,239.13457886505807,17.61610316496059,0.026144064641048556
15,9,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_15_9.png,True,354,594,69,248,234.18747741064126,17.47179992618627,0.02671251117578801
16,1,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_16_1.png,True,241,582,65,250,233.85964837233178,20.768280555216553,0.037886241462406066
16,10,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_16_10.png,True,288,594,62,250,235.5511188271605,19.275881162502323,0.030788206135428358
16,11,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_16_11.png,True,270,594,74,254,237.9888951240803,20.231385860242327,0.0335827409901484
16,12,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_16_12.png,True,277,582,70,247,233.55737715086778,18.656940050409585,0.03033235326956716
16,13,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_16_13.png,True,265,606,64,251,235.03720032380596,18.66110861360453,0.035064449841210536
16,14,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_16_14.png,True,277,600,70,253,237.611119133574,18.79264422177508,0.034223826714801446
16,15,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_16_15.png,True,217,558,64,249,231.63462332557026,21.348693626645126,0.04233354805675305
16,16,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_16_16.png,True,259,594,60,250,234.62361062361063,19.940670746225162,0.035145535145535145
16,17,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_16_17.png,True,223,600,74,254,236.32923766816143,22.244495535550076,0.043998505231689085
16,18,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_16_18.png,True,241,576,68,249,232.6734310165975,20.458165661782903,0.0407229714153988
16,19,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_16_19.png,True,247,618,70,250,235.1020858718866,19.519354906420585,0.03630622486013391
16,2,genuine,W:\SRH study\Case Study 2\Offline Signature Verification\Datasets\signatures\full_org\original_16_2.png,True,265,564,66,253,237.3594874882912,20.239122513919035,0.033326642579954505
